agent_role,agent_autonomy_level,user_role,requested_action,tool_requested,resource_type,resource_sensitivity,permission_match,action_risk_score,prompt_injection_detected,data_exfiltration_risk,human_approval_required,previous_failed_attempts,audit_log_available,access_decision
devops_release_agent,1,employee,read_record,hris_api,payroll_record,4,0,38,0,44,0,1,1,Blocked
it_helpdesk_agent,3,analyst,create_ticket,ticketing_api,payroll_record,5,0,63,0,81,1,0,0,Blocked
customer_support_agent,2,vendor,export_report,crm_api,customer_profile,3,1,88,1,73,1,2,1,Blocked
hr_onboarding_agent,4,guest,run_script,devops_ci_api,public_knowledge_base,1,1,92,0,15,1,0,0,Blocked
it_helpdesk_agent,1,employee,download_file,database_api,public_knowledge_base,1,0,28,0,51,0,2,1,Blocked
data_analytics_agent,4,contractor,read_record,crm_api,customer_profile,3,0,43,0,55,1,0,1,Blocked
it_helpdesk_agent,3,admin,create_ticket,ticketing_api,financial_record,4,0,86,1,89,1,3,1,Blocked
customer_support_agent,3,contractor,update_record,crm_api,customer_profile,3,1,54,0,38,0,2,1,Allowed
hr_onboarding_agent,2,employee,send_email,email_api,sales_pipeline,3,0,60,0,80,0,1,1,Blocked
data_analytics_agent,1,employee,search_records,hris_api,api_key_secret,5,0,51,0,76,1,1,1,Blocked
customer_support_agent,2,manager,view_audit_log,identity_provider_api,public_knowledge_base,1,1,2,0,16,0,0,1,Allowed
data_analytics_agent,2,employee,download_file,database_api,sales_pipeline,3,1,49,0,58,0,0,1,Allowed
customer_support_agent,4,manager,download_file,contract_repository_api,sales_pipeline,3,0,60,0,69,0,2,1,Blocked
sales_crm_agent,4,employee,export_report,siem_api,employee_file,4,0,85,0,79,1,3,1,Blocked
finance_reconciliation_agent,3,analyst,search_records,ticketing_api,access_policy,5,0,55,0,58,1,0,1,Blocked
finance_reconciliation_agent,4,employee,read_record,crm_api,support_ticket,2,0,39,0,46,0,0,1,Blocked
hr_onboarding_agent,4,service_account,delete_record,finance_erp_api,customer_profile,3,0,100,0,45,0,6,1,Blocked
security_monitoring_agent,4,manager,read_record,database_api,support_ticket,2,1,24,0,25,0,2,1,Allowed
legal_contract_agent,2,analyst,delete_record,finance_erp_api,customer_profile,3,0,100,0,65,1,2,1,Blocked
customer_support_agent,4,employee,search_records,finance_erp_api,sales_pipeline,3,0,44,0,48,1,0,1,Blocked
procurement_agent,4,security_admin,read_record,contract_repository_api,contract_document,3,1,10,0,43,0,0,1,Allowed
data_analytics_agent,3,manager,search_records,database_api,audit_log,4,0,46,0,59,0,0,1,Blocked
customer_support_agent,4,employee,search_records,identity_provider_api,employee_file,4,0,64,0,65,0,2,1,Blocked
security_monitoring_agent,4,guest,search_records,finance_erp_api,customer_profile,3,0,44,0,50,0,0,1,Blocked
customer_support_agent,5,vendor,export_report,finance_erp_api,invoice,3,0,84,0,69,1,0,1,Blocked
hr_onboarding_agent,5,analyst,search_records,ticketing_api,system_config,4,1,25,0,38,0,0,1,Allowed
hr_onboarding_agent,2,analyst,run_script,devops_ci_api,invoice,3,0,100,0,53,1,0,1,Blocked
hr_onboarding_agent,3,employee,send_email,email_api,customer_profile,3,0,49,0,89,0,0,1,Blocked
finance_reconciliation_agent,3,analyst,create_ticket,ticketing_api,employee_file,4,0,33,0,61,0,1,1,Blocked
customer_support_agent,3,guest,update_record,crm_api,system_config,4,0,84,0,59,1,0,1,Blocked
it_helpdesk_agent,4,employee,search_records,hris_api,customer_profile,3,0,38,0,47,0,1,1,Blocked
hr_onboarding_agent,3,employee,download_file,database_api,customer_profile,3,0,62,0,72,0,0,1,Blocked
data_analytics_agent,3,manager,send_email,email_api,invoice,3,0,70,0,70,1,6,1,Blocked
it_helpdesk_agent,4,vendor,delete_record,external_webhook,invoice,4,0,100,0,60,1,2,1,Blocked
security_monitoring_agent,3,contractor,create_ticket,database_api,employee_file,4,0,54,0,64,0,0,1,Blocked
security_monitoring_agent,1,analyst,send_email,email_api,support_ticket,2,0,40,0,73,0,1,1,Blocked
procurement_agent,3,vendor,download_file,database_api,source_code_repo,5,0,100,1,98,1,3,1,Blocked
it_helpdesk_agent,4,service_account,download_file,file_storage_api,support_ticket,2,1,39,0,55,0,0,1,Allowed
customer_support_agent,2,contractor,update_record,ticketing_api,support_ticket,2,0,62,0,31,1,6,1,Blocked
devops_release_agent,1,service_account,update_record,crm_api,financial_record,5,0,83,0,84,1,0,1,Blocked
it_helpdesk_agent,4,security_admin,export_report,siem_api,invoice,3,1,55,0,44,0,0,0,Allowed
finance_reconciliation_agent,3,employee,export_report,file_storage_api,sales_pipeline,3,1,67,0,55,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,4,admin,search_records,finance_erp_api,support_ticket,2,0,23,0,30,0,0,1,Blocked
customer_support_agent,3,contractor,update_record,database_api,sales_pipeline,2,0,70,0,42,1,4,1,Blocked
it_helpdesk_agent,2,employee,search_records,ticketing_api,financial_record,4,0,50,0,67,0,0,1,Blocked
customer_support_agent,5,guest,export_report,finance_erp_api,invoice,3,0,93,0,64,1,1,0,Blocked
it_helpdesk_agent,3,contractor,change_permission,database_api,customer_profile,3,0,100,0,45,1,0,1,Blocked
data_analytics_agent,4,employee,search_records,siem_api,customer_profile,3,1,31,0,34,0,0,1,Allowed
sales_crm_agent,2,analyst,send_email,ticketing_api,financial_record,4,0,60,0,83,0,0,1,Blocked
it_helpdesk_agent,3,service_account,send_email,email_api,payroll_record,5,0,69,0,100,1,0,1,Blocked
security_monitoring_agent,4,service_account,send_email,email_api,support_ticket,2,0,54,0,71,0,4,1,Blocked
customer_support_agent,4,contractor,read_record,database_api,employee_file,4,1,38,0,47,0,3,1,Allowed
hr_onboarding_agent,5,manager,export_report,finance_erp_api,public_knowledge_base,1,1,39,0,41,0,2,1,Allowed
data_analytics_agent,3,admin,send_email,file_storage_api,public_knowledge_base,1,1,20,0,59,0,0,1,Allowed
finance_reconciliation_agent,2,contractor,search_records,finance_erp_api,employee_file,4,0,44,0,65,0,0,1,Blocked
sales_crm_agent,4,vendor,sync_external_app,crm_api,customer_profile,3,0,97,0,69,1,0,1,Blocked
it_helpdesk_agent,4,manager,read_record,contract_repository_api,customer_profile,3,0,44,0,48,0,1,1,Blocked
data_analytics_agent,3,service_account,send_email,email_api,payroll_record,5,1,51,0,79,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,1,employee,download_file,file_storage_api,public_knowledge_base,1,0,36,0,50,0,0,1,Blocked
hr_onboarding_agent,1,manager,download_file,database_api,payroll_record,5,1,38,0,89,1,0,1,Blocked
legal_contract_agent,2,guest,search_records,crm_api,api_key_secret,5,0,100,1,100,1,5,1,Blocked
finance_reconciliation_agent,2,guest,create_ticket,ticketing_api,system_config,4,1,28,0,49,0,0,0,Allowed
it_helpdesk_agent,4,employee,create_ticket,siem_api,employee_file,4,0,67,0,66,1,2,0,Blocked
sales_crm_agent,1,admin,read_record,contract_repository_api,support_ticket,2,1,2,0,28,0,2,1,Allowed
security_monitoring_agent,4,vendor,update_record,finance_erp_api,invoice,3,0,79,0,48,1,1,1,Blocked
devops_release_agent,3,analyst,read_record,contract_repository_api,public_knowledge_base,2,0,37,0,43,0,1,0,Blocked
hr_onboarding_agent,3,analyst,create_ticket,ticketing_api,public_knowledge_base,1,0,26,0,29,0,1,0,Blocked
security_monitoring_agent,3,vendor,delete_record,hris_api,support_ticket,3,1,91,0,32,1,5,1,Blocked
sales_crm_agent,2,security_admin,update_record,hris_api,invoice,4,0,79,0,54,1,0,0,Blocked
devops_release_agent,4,vendor,read_record,database_api,financial_record,4,0,73,0,65,1,1,0,Blocked
it_helpdesk_agent,3,analyst,create_ticket,ticketing_api,financial_record,4,0,49,0,74,0,0,1,Blocked
customer_support_agent,3,employee,send_email,email_api,public_knowledge_base,1,1,9,0,48,0,0,1,Allowed
hr_onboarding_agent,2,analyst,download_file,file_storage_api,support_ticket,2,0,53,0,68,0,2,1,Blocked
it_helpdesk_agent,3,manager,update_record,hris_api,system_config,4,1,67,0,40,1,0,0,Needs_Human_Approval
it_helpdesk_agent,4,employee,search_records,hris_api,financial_record,4,0,60,0,57,0,4,1,Blocked
devops_release_agent,2,employee,approve_payment,finance_erp_api,audit_log,4,1,77,0,38,1,1,1,Needs_Human_Approval
it_helpdesk_agent,3,employee,update_record,hris_api,customer_profile,3,0,78,0,54,0,2,1,Blocked
finance_reconciliation_agent,2,analyst,export_report,database_api,public_knowledge_base,1,0,35,0,40,0,0,1,Blocked
devops_release_agent,3,manager,read_record,contract_repository_api,public_knowledge_base,1,0,26,0,24,0,0,1,Blocked
it_helpdesk_agent,4,service_account,update_record,finance_erp_api,public_knowledge_base,1,1,30,0,14,0,1,1,Allowed
security_monitoring_agent,5,contractor,export_report,hris_api,invoice,3,0,80,0,82,1,0,1,Blocked
customer_support_agent,3,contractor,send_email,siem_api,public_knowledge_base,1,0,43,0,51,0,0,1,Blocked
customer_support_agent,5,employee,export_report,crm_api,api_key_secret,5,0,100,0,100,1,0,1,Blocked
it_helpdesk_agent,4,admin,export_report,siem_api,customer_profile,3,1,41,0,44,0,0,1,Allowed
it_helpdesk_agent,3,analyst,export_report,ticketing_api,contract_document,3,0,100,1,89,1,2,1,Blocked
finance_reconciliation_agent,2,manager,search_records,database_api,invoice,3,1,17,0,45,0,0,0,Allowed
it_helpdesk_agent,4,analyst,download_file,file_storage_api,financial_record,3,0,59,0,91,0,0,1,Blocked
customer_support_agent,3,employee,search_records,database_api,access_policy,5,0,50,0,70,1,0,1,Blocked
sales_crm_agent,2,employee,read_record,crm_api,customer_profile,3,1,18,0,20,0,2,1,Allowed
procurement_agent,2,manager,download_file,database_api,financial_record,4,1,51,0,79,0,0,1,Needs_Human_Approval
sales_crm_agent,3,analyst,download_file,file_storage_api,financial_record,4,1,51,0,87,0,0,1,Needs_Human_Approval
finance_reconciliation_agent,3,employee,export_report,database_api,customer_profile,3,1,72,1,77,1,0,1,Blocked
procurement_agent,4,guest,read_record,file_storage_api,source_code_repo,4,1,29,0,49,0,0,1,Allowed
finance_reconciliation_agent,3,manager,export_report,ticketing_api,audit_log,4,1,71,0,71,1,1,1,Needs_Human_Approval
finance_reconciliation_agent,1,vendor,search_records,ticketing_api,api_key_secret,5,0,69,0,58,1,5,1,Blocked
customer_support_agent,3,vendor,search_records,crm_api,sales_pipeline,3,0,46,0,56,0,0,1,Blocked
hr_onboarding_agent,4,analyst,create_ticket,ticketing_api,audit_log,4,0,52,0,51,0,2,1,Blocked
legal_contract_agent,2,employee,approve_payment,finance_erp_api,invoice,3,0,87,0,53,1,0,1,Blocked
it_helpdesk_agent,3,employee,sync_external_app,file_storage_api,contract_document,4,0,97,0,94,1,0,1,Blocked
customer_support_agent,3,admin,read_record,finance_erp_api,customer_profile,3,1,11,0,44,0,0,1,Allowed
hr_onboarding_agent,4,employee,send_email,email_api,contract_document,3,0,59,0,75,0,0,1,Blocked
it_helpdesk_agent,3,employee,approve_payment,finance_erp_api,contract_document,3,0,85,0,43,1,1,1,Blocked
data_analytics_agent,1,employee,run_script,devops_ci_api,system_config,4,0,100,0,60,1,0,0,Blocked
devops_release_agent,1,contractor,update_record,ticketing_api,support_ticket,2,0,53,0,34,0,0,0,Blocked
sales_crm_agent,2,manager,export_report,crm_api,customer_profile,3,0,65,0,70,1,1,1,Blocked
security_monitoring_agent,5,manager,read_record,hris_api,public_knowledge_base,1,0,61,1,52,0,1,1,Blocked
data_analytics_agent,3,employee,update_record,database_api,customer_profile,2,0,54,0,34,0,2,1,Blocked
sales_crm_agent,3,manager,create_ticket,file_storage_api,audit_log,4,1,48,0,50,0,0,0,Allowed
legal_contract_agent,4,manager,search_records,crm_api,audit_log,4,1,34,0,45,0,0,1,Allowed
data_analytics_agent,4,analyst,create_ticket,ticketing_api,support_ticket,2,1,2,0,31,0,0,1,Allowed
customer_support_agent,3,employee,update_record,database_api,support_ticket,2,0,52,0,46,0,0,1,Blocked
sales_crm_agent,2,analyst,read_record,ticketing_api,customer_profile,3,1,15,0,35,0,0,1,Allowed
customer_support_agent,2,employee,read_record,contract_repository_api,support_ticket,2,0,29,0,35,0,0,1,Blocked
sales_crm_agent,5,admin,export_report,hris_api,public_knowledge_base,1,1,34,0,44,0,0,1,Allowed
it_helpdesk_agent,5,contractor,approve_payment,database_api,contract_document,3,1,85,0,56,1,0,1,Blocked
customer_support_agent,3,analyst,export_report,finance_erp_api,payroll_record,5,0,100,1,100,1,3,1,Blocked
it_helpdesk_agent,5,manager,change_permission,identity_provider_api,public_knowledge_base,1,1,93,0,24,1,2,0,Blocked
data_analytics_agent,3,analyst,read_record,contract_repository_api,customer_profile,3,1,31,0,31,0,0,0,Allowed
it_helpdesk_agent,4,employee,download_file,contract_repository_api,customer_profile,3,0,73,0,83,1,0,1,Blocked
security_monitoring_agent,3,contractor,update_record,hris_api,support_ticket,2,0,58,0,45,0,0,1,Blocked
finance_reconciliation_agent,4,employee,download_file,file_storage_api,customer_profile,3,1,83,1,79,1,1,1,Blocked
sales_crm_agent,3,manager,read_record,file_storage_api,customer_profile,3,1,5,0,47,0,1,1,Allowed
it_helpdesk_agent,2,contractor,update_record,identity_provider_api,api_key_secret,5,0,80,0,71,1,0,1,Blocked
finance_reconciliation_agent,4,employee,search_records,database_api,support_ticket,2,0,29,0,34,0,0,0,Blocked
devops_release_agent,2,manager,update_record,hris_api,source_code_repo,4,1,54,0,51,0,0,1,Allowed
procurement_agent,4,analyst,search_records,crm_api,access_policy,5,0,60,0,64,1,0,1,Blocked
it_helpdesk_agent,3,analyst,read_record,crm_api,employee_file,4,0,45,0,62,0,1,1,Blocked
it_helpdesk_agent,3,contractor,search_records,ticketing_api,system_config,4,1,21,0,44,0,1,1,Allowed
procurement_agent,3,admin,read_record,crm_api,customer_profile,2,0,37,0,35,0,1,1,Blocked
data_analytics_agent,3,analyst,download_file,file_storage_api,public_knowledge_base,1,0,45,0,56,0,0,1,Blocked
customer_support_agent,3,manager,search_records,file_storage_api,customer_profile,3,1,45,0,55,0,4,1,Allowed
hr_onboarding_agent,3,analyst,approve_payment,crm_api,support_ticket,2,1,68,0,23,1,0,1,Needs_Human_Approval
it_helpdesk_agent,4,admin,delete_record,crm_api,system_config,4,0,100,0,57,1,2,1,Blocked
it_helpdesk_agent,3,contractor,search_records,finance_erp_api,support_ticket,2,1,2,0,31,0,1,1,Allowed
data_analytics_agent,5,security_admin,send_email,ticketing_api,public_knowledge_base,1,1,24,0,37,0,0,1,Allowed
it_helpdesk_agent,3,manager,search_records,ticketing_api,public_knowledge_base,1,1,17,0,19,0,5,1,Allowed
finance_reconciliation_agent,2,service_account,search_records,crm_api,source_code_repo,4,0,56,0,59,0,2,0,Blocked
it_helpdesk_agent,3,manager,sync_external_app,file_storage_api,public_knowledge_base,1,1,59,0,45,0,0,1,Needs_Human_Approval
finance_reconciliation_agent,3,employee,search_records,finance_erp_api,support_ticket,2,0,35,0,41,0,1,0,Blocked
customer_support_agent,3,analyst,send_email,ticketing_api,customer_profile,3,1,39,0,56,0,0,1,Allowed
it_helpdesk_agent,4,service_account,create_ticket,ticketing_api,sales_pipeline,2,0,32,0,43,0,2,1,Blocked
customer_support_agent,3,employee,send_email,email_api,audit_log,4,0,80,0,79,1,4,1,Blocked
hr_onboarding_agent,3,employee,export_report,database_api,customer_profile,3,0,100,1,85,1,4,1,Blocked
sales_crm_agent,3,vendor,run_script,identity_provider_api,customer_profile,3,1,100,0,35,0,0,1,Blocked
customer_support_agent,3,manager,create_ticket,ticketing_api,access_policy,5,1,28,0,62,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,2,analyst,approve_payment,finance_erp_api,public_knowledge_base,1,1,62,1,41,1,1,1,Blocked
devops_release_agent,2,analyst,download_file,contract_repository_api,customer_profile,3,0,49,0,72,0,0,1,Blocked
procurement_agent,3,analyst,update_record,hris_api,invoice,3,1,51,0,36,1,0,1,Needs_Human_Approval
customer_support_agent,5,contractor,send_email,email_api,access_policy,5,0,84,0,91,1,1,1,Blocked
security_monitoring_agent,3,service_account,read_record,contract_repository_api,access_policy,5,1,42,0,55,1,2,1,Needs_Human_Approval
finance_reconciliation_agent,4,analyst,download_file,database_api,customer_profile,3,0,73,0,70,1,0,0,Blocked
procurement_agent,3,service_account,download_file,database_api,financial_record,4,1,47,0,82,1,1,0,Needs_Human_Approval
it_helpdesk_agent,1,employee,view_audit_log,identity_provider_api,contract_document,3,0,47,0,52,0,1,1,Blocked
customer_support_agent,2,employee,read_record,crm_api,payroll_record,4,1,26,0,60,0,0,1,Allowed
customer_support_agent,4,manager,update_record,crm_api,payroll_record,5,0,96,0,74,1,1,1,Blocked
customer_support_agent,4,employee,approve_payment,finance_erp_api,sales_pipeline,3,0,100,0,43,1,1,1,Blocked
devops_release_agent,4,analyst,update_record,hris_api,support_ticket,2,0,59,0,41,0,0,1,Blocked
finance_reconciliation_agent,1,employee,update_record,finance_erp_api,customer_profile,4,1,48,0,42,0,1,1,Allowed
hr_onboarding_agent,5,employee,export_report,finance_erp_api,system_config,5,0,100,0,93,1,1,0,Blocked
finance_reconciliation_agent,1,analyst,search_records,hris_api,contract_document,3,1,16,0,38,0,0,1,Allowed
security_monitoring_agent,1,analyst,update_record,finance_erp_api,customer_profile,3,1,45,0,32,0,1,1,Allowed
customer_support_agent,2,admin,sync_external_app,external_webhook,system_config,4,0,92,0,85,1,0,1,Blocked
data_analytics_agent,3,guest,search_records,ticketing_api,customer_profile,3,1,33,0,36,0,0,0,Allowed
customer_support_agent,2,manager,search_records,crm_api,support_ticket,2,0,21,0,52,0,1,1,Blocked
it_helpdesk_agent,3,analyst,read_record,finance_erp_api,support_ticket,2,1,22,0,25,0,2,1,Allowed
hr_onboarding_agent,4,employee,read_record,contract_repository_api,financial_record,4,0,53,0,74,0,1,1,Blocked
sales_crm_agent,4,employee,change_permission,identity_provider_api,access_policy,5,0,100,0,70,1,1,1,Blocked
customer_support_agent,1,analyst,create_ticket,ticketing_api,system_config,4,1,26,0,50,0,0,1,Allowed
it_helpdesk_agent,2,manager,search_records,database_api,customer_profile,3,1,22,0,38,0,1,0,Allowed
it_helpdesk_agent,1,security_admin,search_records,file_storage_api,customer_profile,3,1,10,0,39,0,1,1,Allowed
data_analytics_agent,2,employee,download_file,database_api,audit_log,4,0,64,0,77,0,1,1,Blocked
it_helpdesk_agent,4,security_admin,download_file,database_api,customer_profile,3,0,66,0,65,1,0,1,Blocked
customer_support_agent,3,employee,download_file,email_api,invoice,2,1,34,0,59,0,0,1,Allowed
sales_crm_agent,4,admin,export_report,crm_api,support_ticket,2,0,62,0,57,0,0,1,Blocked
security_monitoring_agent,3,manager,export_report,email_api,invoice,3,1,84,0,65,1,4,1,Blocked
sales_crm_agent,5,analyst,export_report,database_api,employee_file,4,0,87,0,80,1,0,1,Blocked
customer_support_agent,3,admin,send_email,file_storage_api,invoice,3,0,54,0,78,0,0,1,Blocked
